Z, A, Symbol, mass, mass_unc, estimated_flag
 48, 127, Cd, 126.9261966240, 1.300000e-05,  
 49, 127, In, 126.9174485460, 2.271300e-05,  
 50, 127, Sn, 126.9103904010, 1.079600e-05,  
 51, 127, Sb, 126.9069242770, 5.502000e-06,  
 52, 127, Te, 126.9052257140, 1.625000e-06,  
 53, 127, I , 126.9044718380, 3.915000e-06,  
 54, 127, Xe, 126.9051828990, 4.412000e-06,  
 55, 127, Cs, 126.9074173810, 5.988000e-06,  
 56, 127, Ba, 126.9110912750, 1.219200e-05,  
 57, 127, La, 126.9163750840, 2.791200e-05,  
 58, 127, Ce, 126.9227270000, 3.100000e-05,  
 59, 127, Pr, 126.9307100000, 2.100000e-04, #
 60, 127, Nd, 126.9403800000, 3.200000e-04, #
 61, 127, Pm, 126.9519200000, 4.300000e-04, #
 46, 128, Pd, 127.9522380000, 5.370000e-04, #
 47, 128, Ag, 127.9413630000, 3.220000e-04, #
 48, 128, Cd, 127.9278128570, 7.776000e-06,  
 49, 128, In, 127.9204010530, 1.647660e-04,  
 50, 128, Sn, 127.9105071970, 1.895800e-05,  
 51, 128, Sb, 127.9091456450, 2.052500e-05,  
 52, 128, Te, 127.9044613110, 9.290000e-07,  
 53, 128, I , 127.9058086000, 3.915000e-06,  
 54, 128, Xe, 127.9035309960, 1.138000e-06,  
 55, 128, Cs, 127.9077486480, 5.843000e-06,  
 56, 128, Ba, 127.9083424080, 5.577000e-06,  
 57, 128, La, 127.9155921230, 5.845200e-05,  
 58, 128, Ce, 127.9189110000, 3.000000e-05,  
 59, 128, Pr, 127.9287910000, 3.200000e-05,  
 60, 128, Nd, 127.9352500000, 2.100000e-04, #
 61, 128, Pm, 127.9487000000, 3.200000e-04, #
 62, 128, Sm, 127.9584860000, 5.370000e-04, #
 46, 129, Pd, 128.9596240000, 6.440000e-04, #
 47, 129, Ag, 128.9441970000, 4.290000e-04, #
 48, 129, Cd, 128.9323043990, 1.800000e-05,  
 49, 129, In, 128.9218054860, 2.891000e-06,  
 50, 129, Sn, 128.9134821020, 1.854700e-05,  
 51, 129, Sb, 128.9091466960, 2.279200e-05,  
 52, 129, Te, 128.9065964920, 9.330000e-07,  
 53, 129, I , 128.9049836870, 3.401000e-06,  
 54, 129, Xe, 128.9047808589, 5.760000e-09,  
 55, 129, Cs, 128.9060656900, 4.889000e-06,  
 56, 129, Ba, 128.9086808960, 1.135400e-05,  
 57, 129, La, 128.9126944750, 2.292000e-05,  
 58, 129, Ce, 128.9181020000, 3.000000e-05,  
 59, 129, Pr, 128.9250950000, 3.200000e-05,  
 60, 129, Nd, 128.9331020000, 2.170000e-04, #
 61, 129, Pm, 128.9432300000, 3.200000e-04, #
 62, 129, Sm, 128.9549110000, 5.370000e-04, #
 47, 130, Ag, 129.9509420000, 5.370000e-04, #
 48, 130, Cd, 129.9343875660, 2.400000e-05,  
 49, 130, In, 129.9249772880, 4.084400e-05,  
 50, 130, Sn, 129.9139745330, 2.010000e-06,  
 51, 130, Sb, 129.9116626880, 1.525700e-05,  
 52, 130, Te, 129.9062227470, 1.200000e-08,  
 53, 130, I , 129.9066702110, 3.401000e-06,  
 54, 130, Xe, 129.9035093490, 1.000000e-08,  
 55, 130, Cs, 129.9067092830, 8.971000e-06,  
 56, 130, Ba, 129.9063208740, 2.741000e-06,  
 57, 130, La, 129.9123694130, 2.785400e-05,  
 58, 130, Ce, 129.9147360000, 3.000000e-05,  
 59, 130, Pr, 129.9235900000, 6.900000e-05,  
 60, 130, Nd, 129.9285060000, 3.000000e-05,  
 61, 130, Pm, 129.9405300000, 2.100000e-04, #
 62, 130, Sm, 129.9490000000, 4.300000e-04, #
 63, 130, Eu, 129.9638400000, 5.370000e-04, #
 47, 131, Ag, 130.9566500000, 5.370000e-04, #
 48, 131, Cd, 130.9407200000, 1.100000e-04,  
 49, 131, In, 130.9269721220, 2.900000e-06,  
 50, 131, Sn, 130.9170530660, 3.887000e-06,  
 51, 131, Sb, 130.9119893410, 2.236000e-06,  
 52, 131, Te, 130.9085222110, 6.500000e-08,  
 53, 131, I , 130.9061263840, 6.490000e-07,  
 54, 131, Xe, 130.9050841360, 9.000000e-09,  
 55, 131, Cs, 130.9054649990, 5.340000e-06,  
 56, 131, Ba, 130.9069411810, 2.757000e-06,  
 57, 131, La, 130.9100700000, 3.000000e-05,  
 58, 131, Ce, 130.9144294650, 3.521400e-05,  
 59, 131, Pr, 130.9202349600, 5.045100e-05,  
 60, 131, Nd, 130.9272480200, 2.954100e-05,  
 61, 131, Pm, 130.9359520000, 2.150000e-04, #
 62, 131, Sm, 130.9461800000, 4.300000e-04, #
 63, 131, Eu, 130.9578420000, 4.300000e-04, #
 47, 132, Ag, 131.9637250000, 5.370000e-04, #
 48, 132, Cd, 131.9460400000, 2.100000e-04, #
 49, 132, In, 131.9329984490, 6.444700e-05,  
 50, 132, Sn, 131.9178239020, 2.121000e-06,  
 51, 132, Sb, 131.9145080150, 2.648000e-06,  
 52, 132, Te, 131.9085467160, 3.742000e-06,  
 53, 132, I , 131.9079935140, 4.364000e-06,  
 54, 132, Xe, 131.9041550870, 5.530000e-09,  
 55, 132, Cs, 131.9064377430, 1.112000e-06,  
 56, 132, Ba, 131.9050610980, 1.131000e-06,  
 57, 132, La, 131.9101189590, 3.903200e-05,  
 58, 132, Ce, 131.9114638460, 2.194500e-05,  
 59, 132, Pr, 131.9192400000, 3.100000e-05,  
 60, 132, Nd, 131.9233212370, 2.598500e-05,  
 61, 132, Pm, 131.9338400000, 1.600000e-04, #
 62, 132, Sm, 131.9408700000, 3.200000e-04, #
 63, 132, Eu, 131.9546960000, 4.290000e-04, #
 48, 133, Cd, 132.9528500000, 3.200000e-04, #
 49, 133, In, 132.9383100000, 2.100000e-04, #
 50, 133, Sn, 132.9239137560, 2.044000e-06,  
 51, 133, Sb, 132.9152721300, 3.357000e-06,  
 52, 133, Te, 132.9109633320, 2.218000e-06,  
 53, 133, I , 132.9078273610, 6.900000e-06,  
 54, 133, Xe, 132.9059107500, 2.576000e-06,  
 55, 133, Cs, 132.9054519610, 8.000000e-09,  
 56, 133, Ba, 132.9060073250, 1.065000e-06,  
 57, 133, La, 132.9082180000, 3.000000e-05,  
 58, 133, Ce, 132.9115204020, 1.755700e-05,  
 59, 133, Pr, 132.9163305610, 1.341600e-05,  
 60, 133, Nd, 132.9223480000, 5.000000e-05,  
 61, 133, Pm, 132.9297820000, 5.400000e-05,  
 62, 133, Sm, 132.9385600000, 3.200000e-04, #
 63, 133, Eu, 132.9492900000, 3.200000e-04, #
 64, 133, Gd, 132.9615030000, 5.370000e-04, #
 48, 134, Cd, 133.9582180000, 4.290000e-04, #
 49, 134, In, 133.9445400000, 3.200000e-04, #
 50, 134, Sn, 133.9286804330, 3.400000e-06,  
 51, 134, Sb, 133.9205356750, 1.830000e-06,  
 52, 134, Te, 133.9113963790, 2.948000e-06,  
 53, 134, I , 133.9097756630, 5.213000e-06,  
 54, 134, Xe, 133.9053930330, 1.000000e-08,  
 55, 134, Cs, 133.9067185030, 1.700000e-08,  
 56, 134, Ba, 133.9045083990, 3.260000e-07,  
 57, 134, La, 133.9085140110, 2.139500e-05,  
 58, 134, Ce, 133.9089281420, 2.188600e-05,  
 59, 134, Pr, 133.9156967290, 2.181000e-05,  
 60, 134, Nd, 133.9187902100, 1.268600e-05,  
 61, 134, Pm, 133.9283530000, 6.200000e-05,  
 62, 134, Sm, 133.9341100000, 2.100000e-04, #
 63, 134, Eu, 133.9464000000, 3.200000e-04, #
 64, 134, Gd, 133.9556600000, 4.300000e-04, #
 49, 135, In, 134.9500500000, 4.300000e-04, #
 50, 135, Sn, 134.9349086050, 3.300000e-06,  
 51, 135, Sb, 134.9251843570, 2.834000e-06,  
 52, 135, Te, 134.9165547180, 1.848000e-06,  
 53, 135, I , 134.9100593820, 2.212000e-06,  
 54, 135, Xe, 134.9072316610, 3.993000e-06,  
 55, 135, Cs, 134.9059772340, 1.064000e-06,  
 56, 135, Ba, 134.9056886060, 3.280000e-07,  
 57, 135, La, 134.9069845680, 1.012700e-05,  
 58, 135, Ce, 134.9091607990, 1.102200e-05,  
 59, 135, Pr, 134.9131117740, 1.268600e-05,  
 60, 135, Nd, 134.9181813200, 2.053400e-05,  
 61, 135, Pm, 134.9247960000, 8.100000e-05,  
 62, 135, Sm, 134.9325200000, 1.660000e-04,  
 63, 135, Eu, 134.9418700000, 2.100000e-04, #
 64, 135, Gd, 134.9523450000, 4.290000e-04, #
 65, 135, Tb, 134.9647600000, 4.300000e-04, #
 49, 136, In, 135.9565110000, 4.290000e-04, #
 50, 136, Sn, 135.9399900000, 3.200000e-04, #
 51, 136, Sb, 135.9307490110, 6.258000e-06,  
 52, 136, Te, 135.9201011820, 2.448000e-06,  
 53, 136, I , 135.9146046950, 1.523100e-05,  
 54, 136, Xe, 135.9072144760, 7.000000e-09,  
 55, 136, Cs, 135.9073115900, 2.020000e-06,  
 56, 136, Ba, 135.9045759590, 3.280000e-07,  
 57, 136, La, 135.9076349620, 5.708100e-05,  
 58, 136, Ce, 135.9071294380, 4.380000e-07,  
 59, 136, Pr, 135.9126775320, 1.229700e-05,  
 60, 136, Nd, 135.9149760640, 1.268600e-05,  
 61, 136, Pm, 135.9235959490, 7.415200e-05,  
 62, 136, Sm, 135.9282755550, 1.341600e-05,  
 63, 136, Eu, 135.9396200000, 2.100000e-04, #
 64, 136, Gd, 135.9473000000, 3.200000e-04, #
 65, 136, Tb, 135.9612130000, 5.370000e-04, #
 49, 137, In, 136.9623830000, 5.370000e-04, #
 50, 137, Sn, 136.9465500000, 4.300000e-04, #
 51, 137, Sb, 136.9355225220, 5.600000e-05,  
 52, 137, Te, 136.9255993570, 2.254000e-06,  
 53, 137, I , 136.9180281800, 9.000000e-06,  
 54, 137, Xe, 136.9115577730, 1.110000e-07,  
 55, 137, Cs, 136.9070894640, 3.840000e-07,  
 56, 137, Ba, 136.9058273750, 3.370000e-07,  
 57, 137, La, 136.9064506180, 1.780000e-06,  
 58, 137, Ce, 136.9077625960, 4.690000e-07,  
 59, 137, Pr, 136.9106793040, 8.735000e-06,  
 60, 137, Nd, 136.9145624480, 1.260000e-05,  
 61, 137, Pm, 136.9204795220, 1.400000e-05,  
 62, 137, Sm, 136.9269705170, 4.551200e-05,  
 63, 137, Eu, 136.9354307220, 4.700000e-06,  
 64, 137, Gd, 136.9450200000, 3.200000e-04, #
 65, 137, Tb, 136.9560200000, 4.300000e-04, #
 50, 138, Sn, 137.9518400000, 5.400000e-04, #
 51, 138, Sb, 137.9417920000, 1.142500e-03,  
 52, 138, Te, 137.9294724540, 4.065000e-06,  
 53, 138, I , 137.9227263940, 6.400000e-06,  
 54, 138, Xe, 137.9141462710, 3.010000e-06,  
 55, 138, Cs, 137.9110172070, 9.832000e-06,  
 56, 138, Ba, 137.9052472290, 3.390000e-07,  
 57, 138, La, 137.9071178340, 3.422000e-06,  
 58, 138, Ce, 137.9059887430, 5.293000e-06,  
 59, 138, Pr, 137.9107520590, 1.196900e-05,  
 60, 138, Nd, 137.9119497170, 1.245400e-05,  
 61, 138, Pm, 137.9195480770, 2.977800e-05,  
 62, 138, Sm, 137.9232439900, 1.268600e-05,  
 63, 138, Eu, 137.9337090000, 3.000000e-05,  
 64, 138, Gd, 137.9400960000, 2.100000e-04, #
 65, 138, Tb, 137.9531200000, 3.200000e-04, #
 66, 138, Dy, 137.9625000000, 5.400000e-04, #
 50, 139, Sn, 138.9587330000, 5.370000e-04, #
 51, 139, Sb, 138.9465500000, 4.300000e-04, #
 52, 139, Te, 138.9353671930, 3.800000e-06,  
 53, 139, I , 138.9264934030, 4.300000e-06,  
 54, 139, Xe, 138.9187922030, 2.300000e-06,  
 55, 139, Cs, 138.9133639920, 3.370000e-06,  
 56, 139, Ba, 138.9088413340, 3.420000e-07,  
 57, 139, La, 138.9063588040, 2.156000e-06,  
 58, 139, Ce, 138.9066576250, 7.761000e-06,  
 59, 139, Pr, 138.9089432700, 8.383000e-06,  
 60, 139, Nd, 138.9119544070, 2.963000e-05,  
 61, 139, Pm, 138.9167998060, 1.459200e-05,  
 62, 139, Sm, 138.9222966340, 1.168400e-05,  
 63, 139, Eu, 138.9297923100, 1.411700e-05,  
 64, 139, Gd, 138.9381300000, 2.100000e-04, #
 65, 139, Tb, 138.9483300000, 3.200000e-04, #
 66, 139, Dy, 138.9595900000, 5.400000e-04, #
 51, 140, Sb, 139.9528300000, 6.400000e-04, #
 52, 140, Te, 139.9392629170, 6.700000e-05,  
 53, 140, I , 139.9317159170, 1.300000e-05,  
 54, 140, Xe, 139.9216458170, 2.500000e-06,  
 55, 140, Cs, 139.9172833050, 8.804000e-06,  
 56, 140, Ba, 139.9106066660, 8.516000e-06,  
 57, 140, La, 139.9094831840, 2.156000e-06,  
 58, 140, Ce, 139.9054464240, 1.713000e-06,  
 59, 140, Pr, 139.9090835920, 6.665000e-06,  
 60, 140, Nd, 139.9095443320, 3.700000e-06,  
 61, 140, Pm, 139.9160341220, 2.602900e-05,  
 62, 140, Sm, 139.9189947170, 1.341600e-05,  
 63, 140, Eu, 139.9280876370, 5.532800e-05,  
 64, 140, Gd, 139.9336740000, 3.000000e-05,  
 65, 140, Tb, 139.9458050490, 8.593590e-04,  
 66, 140, Dy, 139.9540200000, 4.300000e-04, #
 67, 140, Ho, 139.9685890000, 5.400000e-04, #
 51, 141, Sb, 140.9580140000, 5.370000e-04, #
 52, 141, Te, 140.9458000000, 4.300000e-04, #
 53, 141, I , 140.9356660840, 1.700000e-05,  
 54, 141, Xe, 140.9267871840, 3.100000e-06,  
 55, 141, Cs, 140.9200450860, 9.871000e-06,  
 56, 141, Ba, 140.9144035000, 5.710000e-06,  
 57, 141, La, 140.9109692220, 4.528000e-06,  
 58, 141, Ce, 140.9082839870, 1.714000e-06,  
 59, 141, Pr, 140.9076584030, 1.787000e-06,  
 60, 141, Nd, 140.9096154880, 3.505000e-06,  
 61, 141, Pm, 140.9135550840, 1.500000e-05,  
 62, 141, Sm, 140.9184815910, 9.167000e-06,  
 63, 141, Eu, 140.9249317450, 1.356800e-05,  
 64, 141, Gd, 140.9321260000, 2.121300e-05,  
 65, 141, Tb, 140.9414480000, 1.130000e-04,  
 66, 141, Dy, 140.9512800000, 3.200000e-04, #
 67, 141, Ho, 140.9631080000, 4.300000e-04, #
 52, 142, Te, 141.9502200000, 5.400000e-04, #
 53, 142, I , 141.9412020000, 4.020000e-04,  
 54, 142, Xe, 141.9299730980, 2.900000e-06,  
 55, 142, Cs, 141.9242995120, 7.586000e-06,  
 56, 142, Ba, 141.9164328880, 6.355000e-06,  
 57, 142, La, 141.9140904540, 6.773000e-06,  
 58, 142, Ce, 141.9092498840, 2.693000e-06,  
 59, 142, Pr, 141.9100504400, 1.786000e-06,  
 60, 142, Nd, 141.9077288950, 1.468000e-06,  
 61, 142, Pm, 141.9128904280, 2.533200e-05,  
 62, 142, Sm, 141.9152045320, 3.305000e-06,  
 63, 142, Eu, 141.9234418360, 3.237500e-05,  
 64, 142, Gd, 141.9281160000, 3.000000e-05,  
 65, 142, Tb, 141.9392808590, 7.520790e-04,  
 66, 142, Dy, 141.9461940000, 7.820000e-04, #
 67, 142, Ho, 141.9600100000, 4.300000e-04, #
 68, 142, Er, 141.9699090000, 5.370000e-04, #
 52, 143, Te, 142.9567600000, 5.400000e-04, #
 53, 143, I , 142.9456460000, 2.150000e-04, #
 54, 143, Xe, 142.9353695530, 5.000000e-06,  
 55, 143, Cs, 142.9273473480, 8.130000e-06,  
 56, 143, Ba, 142.9206251500, 7.253000e-06,  
 57, 143, La, 142.9160794220, 7.869000e-06,  
 58, 143, Ce, 142.9123916300, 2.692000e-06,  
 59, 143, Pr, 142.9108225640, 2.037000e-06,  
 60, 143, Nd, 142.9098198870, 1.467000e-06,  
 61, 143, Pm, 142.9109380730, 3.216000e-06,  
 62, 143, Sm, 142.9146348210, 3.010000e-06,  
 63, 143, Eu, 142.9202986810, 1.179300e-05,  
 64, 143, Gd, 142.9267506820, 2.150320e-04,  
 65, 143, Tb, 142.9351373350, 5.500000e-05,  
 66, 143, Dy, 142.9439943350, 1.400000e-05,  
 67, 143, Ho, 142.9548600000, 3.200000e-04, #
 68, 143, Er, 142.9664410000, 4.290000e-04, #
 53, 144, I , 143.9513900000, 4.300000e-04, #
 54, 144, Xe, 143.9389450790, 5.700000e-06,  
 55, 144, Cs, 143.9320754040, 2.161200e-05,  
 56, 144, Ba, 143.9229548210, 7.661000e-06,  
 57, 144, La, 143.9196455890, 1.388800e-05,  
 58, 144, Ce, 143.9136528300, 3.096000e-06,  
 59, 144, Pr, 143.9133107500, 2.965000e-06,  
 60, 144, Nd, 143.9100928650, 1.467000e-06,  
 61, 144, Pm, 143.9125962240, 3.181000e-06,  
 62, 144, Sm, 143.9120063730, 1.668000e-06,  
 63, 144, Eu, 143.9188195170, 1.158200e-05,  
 64, 144, Gd, 143.9229630000, 3.000000e-05,  
 65, 144, Tb, 143.9330450000, 3.000000e-05,  
 66, 144, Dy, 143.9392695140, 7.700000e-06,  
 67, 144, Ho, 143.9521097140, 9.100000e-06,  
 68, 144, Er, 143.9607000000, 2.100000e-04, #
 69, 144, Tm, 143.9761040000, 4.290000e-04, #
 53, 145, I , 144.9560500000, 5.400000e-04, #
 54, 145, Xe, 144.9447196340, 1.200000e-05,  
 55, 145, Cs, 144.9355289300, 9.733000e-06,  
 56, 145, Ba, 144.9275184000, 9.100000e-06,  
 57, 145, La, 144.9218080660, 1.317000e-05,  
 58, 145, Ce, 144.9172651440, 3.639500e-05,  
 59, 145, Pr, 144.9145180330, 7.696000e-06,  
 60, 145, Nd, 144.9125791990, 1.485000e-06,  
 61, 145, Pm, 144.9127557730, 3.068000e-06,  
 62, 145, Sm, 144.9134172440, 1.694000e-06,  
 63, 145, Eu, 144.9162726680, 3.334000e-06,  
 64, 145, Gd, 144.9217103700, 2.115800e-05,  
 65, 145, Tb, 144.9287291050, 1.172030e-04,  
 66, 145, Dy, 144.9374739940, 7.000000e-06,  
 67, 145, Ho, 144.9472673940, 8.000000e-06,  
 68, 145, Er, 144.9578740000, 2.150000e-04, #
 69, 145, Tm, 144.9703890000, 2.100000e-04, #
 54, 146, Xe, 145.9485182480, 2.600000e-05,  
 55, 146, Cs, 145.9406218700, 3.106000e-06,  
 56, 146, Ba, 145.9302764310, 2.239700e-05,  
 57, 146, La, 145.9258714680, 3.608800e-05,  
 58, 146, Ce, 145.9188020650, 1.750400e-05,  
 59, 146, Pr, 145.9176795490, 3.737600e-05,  
 60, 146, Nd, 145.9131225030, 1.488000e-06,  
 61, 146, Pm, 145.9147022860, 4.624000e-06,  
 62, 146, Sm, 145.9130468810, 3.319000e-06,  
 63, 146, Eu, 145.9172109090, 6.468000e-06,  
 64, 146, Gd, 145.9183185480, 4.409000e-06,  
 65, 146, Tb, 145.9272527680, 4.816100e-05,  
 66, 146, Dy, 145.9328445290, 7.187000e-06,  
 67, 146, Ho, 145.9449935060, 7.071000e-06,  
 68, 146, Er, 145.9524183590, 7.197000e-06,  
 69, 146, Tm, 145.9666610000, 2.150000e-04, #
 54, 147, Xe, 146.9545250000, 2.150000e-04, #
 55, 147, Cs, 146.9442615150, 9.000000e-06,  
 56, 147, Ba, 146.9353039000, 2.120000e-05,  
 57, 147, La, 146.9284178000, 1.150000e-05,  
 58, 147, Ce, 146.9226899030, 9.211000e-06,  
 59, 147, Pr, 146.9190074580, 1.702300e-05,  
 60, 147, Nd, 146.9161060100, 1.490000e-06,  
 61, 147, Pm, 146.9151446380, 1.501000e-06,  
 62, 147, Sm, 146.9149040640, 1.473000e-06,  
 63, 147, Eu, 146.9167522760, 2.823000e-06,  
 64, 147, Gd, 146.9191009870, 2.109000e-06,  
 65, 147, Tb, 146.9240546200, 8.695000e-06,  
 66, 147, Dy, 146.9310827150, 9.500000e-06,  
 67, 147, Ho, 146.9401422950, 5.368000e-06,  
 68, 147, Er, 146.9499644580, 4.100000e-05,  
 69, 147, Tm, 146.9613798900, 7.341000e-06,  
 54, 148, Xe, 147.9585610000, 3.220000e-04, #
 55, 148, Cs, 147.9496390290, 1.400000e-05,  
 56, 148, Ba, 147.9381705780, 6.771800e-05,  
 57, 148, La, 147.9326794000, 2.090000e-05,  
 58, 148, Ce, 147.9244241960, 1.201800e-05,  
 59, 148, Pr, 147.9221300150, 1.614800e-05,  
 60, 148, Nd, 147.9168990930, 2.283000e-06,  
 61, 148, Pm, 147.9174812550, 6.143000e-06,  
 62, 148, Sm, 147.9148290120, 1.467000e-06,  
 63, 148, Eu, 147.9180892940, 1.074800e-05,  
 64, 148, Gd, 147.9181215030, 1.668000e-06,  
 65, 148, Tb, 147.9242753230, 1.338000e-05,  
 66, 148, Dy, 147.9271497720, 9.366000e-06,  
 67, 148, Ho, 147.9377439280, 9.000000e-05,  
 68, 148, Er, 147.9447350290, 1.100000e-05,  
 69, 148, Tm, 147.9583840290, 1.100000e-05,  
 70, 148, Yb, 147.9674390000, 4.290000e-04, #
 55, 149, Cs, 148.9535690000, 4.290000e-04, #
 56, 149, Ba, 148.9429730000, 4.700000e-04,  
 57, 149, La, 148.9353512600, 2.149900e-04,  
 58, 149, Ce, 148.9284269000, 1.100000e-05,  
 59, 149, Pr, 148.9237361000, 1.060000e-05,  
 60, 149, Nd, 148.9201546480, 2.284000e-06,  
 61, 149, Pm, 148.9183416580, 2.434000e-06,  
 62, 149, Sm, 148.9171913750, 1.407000e-06,  
 63, 149, Eu, 148.9179370860, 4.241000e-06,  
 64, 149, Gd, 148.9193478310, 3.607000e-06,  
 65, 149, Tb, 148.9232537530, 3.936000e-06,  
 66, 149, Dy, 148.9273254480, 9.898000e-06,  
 67, 149, Ho, 148.9338196720, 1.287100e-05,  
 68, 149, Er, 148.9423060000, 3.000000e-05,  
 69, 149, Tm, 148.9528900000, 2.100000e-04, #
 70, 149, Yb, 148.9643600000, 3.220000e-04, #
 55, 150, Cs, 149.9590230000, 4.290000e-04, #
 56, 150, Ba, 149.9464300000, 3.220000e-04, #
 57, 150, La, 149.9397420000, 4.675000e-04,  
 58, 150, Ce, 149.9303840350, 1.255600e-05,  
 59, 150, Pr, 149.9266764150, 9.678000e-06,  
 60, 150, Nd, 149.9209015250, 1.384000e-06,  
 61, 150, Pm, 149.9209902170, 2.151400e-05,  
 62, 150, Sm, 149.9172821950, 1.368000e-06,  
 63, 150, Eu, 149.9197072290, 6.712000e-06,  
 64, 150, Gd, 149.9186640660, 6.523000e-06,  
 65, 150, Tb, 149.9236648640, 7.927000e-06,  
 66, 150, Dy, 149.9255930800, 4.667000e-06,  
 67, 150, Ho, 149.9334983580, 1.521000e-05,  
 68, 150, Er, 149.9379155280, 1.845900e-05,  
 69, 150, Tm, 149.9500900000, 2.100000e-04, #
 70, 150, Yb, 149.9585200000, 3.220000e-04, #
 71, 150, Lu, 149.9735480000, 3.220000e-04, #
 55, 151, Cs, 150.9632530000, 5.370000e-04, #
 56, 151, Ba, 150.9517550000, 4.290000e-04, #
 57, 151, La, 150.9427690000, 4.675000e-04,  
 58, 151, Ce, 150.9342722000, 1.900000e-05,  
 59, 151, Pr, 150.9283091140, 1.250700e-05,  
 60, 151, Nd, 150.9238395650, 1.387000e-06,  
 61, 151, Pm, 150.9212168170, 4.994000e-06,  
 62, 151, Sm, 150.9199390660, 1.367000e-06,  
 63, 151, Eu, 150.9198568600, 1.422000e-06,  
 64, 151, Gd, 150.9203551090, 3.280000e-06,  
 65, 151, Tb, 150.9231090010, 4.441000e-06,  
 66, 151, Dy, 150.9261912530, 3.535000e-06,  
 67, 151, Ho, 150.9316981770, 8.912000e-06,  
 68, 151, Er, 150.9374485670, 1.768100e-05,  
 69, 151, Tm, 150.9454932010, 2.084300e-05,  
 70, 151, Yb, 150.9554024580, 3.225910e-04,  
 71, 151, Lu, 150.9676770000, 3.220000e-04, #
 55, 152, Cs, 151.9689420000, 5.370000e-04, #
 56, 152, Ba, 151.9552220000, 4.290000e-04, #
 57, 152, La, 151.9470850000, 3.220000e-04, #
 58, 152, Ce, 151.9366820000, 2.150000e-04, #
 59, 152, Pr, 151.9315529000, 1.990000e-05,  
 60, 152, Nd, 151.9246915090, 2.628500e-05,  
 61, 152, Pm, 151.9235054810, 2.781700e-05,  
 62, 152, Sm, 151.9197390400, 1.301000e-06,  
 63, 152, Eu, 151.9217512350, 1.423000e-06,  
 64, 152, Gd, 151.9197988220, 1.294000e-06,  
 65, 152, Tb, 151.9240822630, 4.296100e-05,  
 66, 152, Dy, 151.9247253630, 4.963000e-06,  
 67, 152, Ho, 151.9317174650, 1.345000e-05,  
 68, 152, Er, 151.9350501690, 9.479000e-06,  
 69, 152, Tm, 151.9444760000, 5.800000e-05,  
 70, 152, Yb, 151.9503267000, 1.607180e-04,  
 71, 152, Lu, 151.9641200000, 2.100000e-04, #
 56, 153, Ba, 152.9608480000, 4.290000e-04, #
 57, 153, La, 152.9505530000, 3.220000e-04, #
 58, 153, Ce, 152.9410520000, 2.150000e-04, #
 59, 153, Pr, 152.9339035320, 1.275500e-05,  
 60, 153, Nd, 152.9277179490, 2.948000e-06,  
 61, 153, Pm, 152.9241564360, 9.732000e-06,  
 62, 153, Sm, 152.9221039690, 1.309000e-06,  
 63, 153, Eu, 152.9212370430, 1.428000e-06,  
 64, 153, Gd, 152.9217573590, 1.291000e-06,  
 65, 153, Tb, 152.9234419780, 4.289000e-06,  
 66, 153, Dy, 152.9257719920, 4.346000e-06,  
 67, 153, Ho, 152.9302066320, 5.468000e-06,  
 68, 153, Er, 152.9350842790, 1.000600e-05,  
 69, 153, Tm, 152.9420572440, 1.286400e-05,  
 70, 153, Yb, 152.9493200000, 2.100000e-04, #
 71, 153, Lu, 152.9588050540, 1.610680e-04,  
 72, 153, Hf, 152.9706920000, 3.220000e-04, #
 56, 154, Ba, 153.9647660000, 5.370000e-04, #
 57, 154, La, 153.9554160000, 3.220000e-04, #
 58, 154, Ce, 153.9439400000, 2.150000e-04, #
 59, 154, Pr, 153.9376217380, 1.213200e-04,  
 60, 154, Nd, 153.9293339770, 5.651300e-05,  
 61, 154, Pm, 153.9264493640, 4.973300e-05,  
 62, 154, Sm, 153.9222161640, 1.569000e-06,  
 63, 154, Eu, 153.9229859550, 1.444000e-06,  
 64, 154, Gd, 153.9208733980, 1.285000e-06,  
 65, 154, Tb, 153.9246841060, 4.864600e-05,  
 66, 154, Dy, 153.9244290280, 7.992000e-06,  
 67, 154, Ho, 153.9306068410, 8.833000e-06,  
 68, 154, Er, 153.9327907430, 5.353000e-06,  
 69, 154, Tm, 153.9415700670, 1.547200e-05,  
 70, 154, Yb, 153.9463957010, 1.855200e-05,  
 71, 154, Lu, 153.9573640000, 2.110000e-04, #
 72, 154, Hf, 153.9649270000, 3.220000e-04, #
 57, 155, La, 154.9592800000, 4.290000e-04, #
 58, 155, Ce, 154.9487060000, 3.220000e-04, #
 59, 155, Pr, 154.9405092590, 1.846200e-05,  
 60, 155, Nd, 154.9331356680, 9.826000e-06,  
 61, 155, Pm, 154.9281370240, 5.065000e-06,  
 62, 155, Sm, 154.9246470510, 1.595000e-06,  
 63, 155, Eu, 154.9229001020, 1.504000e-06,  
 64, 155, Gd, 154.9226297960, 1.278000e-06,  
 65, 155, Tb, 154.9235099210, 1.057300e-05,  
 66, 155, Dy, 154.9257584590, 1.037500e-05,  
 67, 155, Ho, 154.9291036340, 1.875900e-05,  
 68, 155, Er, 154.9332156840, 6.546000e-06,  
 69, 155, Tm, 154.9392095780, 1.065400e-05,  
 70, 155, Yb, 154.9457832170, 1.782000e-05,  
 71, 155, Lu, 154.9543260110, 2.066100e-05,  
 72, 155, Hf, 154.9633170000, 3.200000e-04, #
 73, 155, Ta, 154.9743120000, 3.220000e-04, #
